name,calories,totalfat,carbs,protein
"Cookies, enriched, hiher fat, reular, commercially prepared, chocolate chip",492,25,65.36 ,5.10
"Infant formula, with ARA and DHA, ready-to-feed, LIPIL, ENFAMIL, MEAD JOHNSON",66,3.5,6.44 ,1.38
"Infant formula, powder not reconstituted, PM 60/40, SIMILAC, ABBOTT NUTRITION",524,29,54.94 ,11.40
"Fast foods, with condiments and veetables, lare patty, cheeseburer; double",273,17,15.37 ,14.72
"Milk, with added vitamin A and vitamin D, whole, commercial, fluid, chocolate",83,3.4,10.34 ,3.17
"POPEYES, skin and breadin removed, meat only, Drumstick, Mild, Fried Chicken",170,7.1,0.04 ,26.51
"Cereals, without salt, cooked with water, reular (10 minute), CREAM OF WHEAT",50,0.2,10.52 ,1.44
"Veal, not breaded, pan-fried, cooked, separable lean and fat, le (top round)",211,8.4,0.00 ,31.75
"Cake, in-store bakery, with chocolate frostin, commercially prepared, yellow",379,18,55.36 ,3.16
"Beveraes, fortified with vitamin C, diet, citrus, ready-to-drink, reen, tea",1,0,0.31 ,0.00
"Pineapple juice, diluted with 3 volume water, unsweetened, frozen concentrate",51,0,12.67 ,0.40
"Rolls, and corn starch, rice starch, made with rice flour, white, luten-free",239,2.7,50.47 ,3.34
"School Lunch, cooked, frozen, whole rain, thick crust, cheese toppin, pizza",254,9.3,28.08 ,14.62
"School Lunch, cooked, frozen, whole rain, thin crust, sausae toppin, pizza",250,7.8,32.24 ,12.63
"KFC, skin and breadin removed, meat only, Thih, EXTRA CRISPY, Fried Chicken",179,10,0.00 ,22.41
"Water, fruit flavored, with corn syrup and/or suar and low calorie sweetener",18,0,4.50 ,0.00
"Mararine-like, without salt, stick/tub/bottle, 60% fat, veetable oil spread",533,60,0.86 ,0.17
"Turkey, roasted, cooked, with added solution, meat only, breast, retail parts",130,2.1,0.00 ,27.94
"Lamb, braised, cooked, separable lean only, fore-shank, imported, New Zealand",209,8.4,0.00 ,33.31
"Alcoholic beverae, whiskey and powder mix, prepared with water, whiskey sour",164,0,15.85 ,0.10
"Soup, prepared with equal volume low fat (2%) milk, canned, cream of mushroom",65,3.6,5.76 ,2.36
"Split pea soup, prepared with water or ready-to serve, reduced sodium, canned",71,0.9,11.83 ,3.85
"Fast foods, and ranch sauce, cheese, with lettuce, crispy chicken in tortilla",275,15,23.22 ,11.48
"Fast foods, lare patty; with condiments and veetables, cheeseburer; sinle",206,10,16.81 ,11.59
"Balsam-pear (bitter ourd), without salt, drained, boiled, cooked, leafy tips",34,0.2,6.68 ,3.60
"Cereals ready-to-eat, Chocolate Squares, FIBER ONE 80 Calories, ENERAL MILLS",253,2.9,84.00 ,3.29
"MORNINSTAR FARMS Breakfast Biscuit Sausae, unprepared, frozen, E & Cheese",257,8.1,37.50 ,9.30
"Chicken, braised, cooked, meat and skin, thih, dark meat, broilers or fryers",229,15,0.00 ,22.57
"Chicken, braised, cooked, meat only, drumstick, dark meat, broilers or fryers",149,6,0.00 ,23.93
"Milk, without added vitamin A and vitamin D (fat free or skim), fluid, nonfat",34,0.1,4.96 ,3.37
"Yourt, fortified with vitamin D, 9 rams protein per 8 ounce, low fat, fruit",99,1.2,18.64 ,3.98
"Veal, braised, cooked, separable lean only, cubed for stew (le and shoulder)",188,4.3,0.00 ,34.94
"Lamb, raw, separable lean and fat, square-cut shoulder, imported, New Zealand",272,23,0.24 ,16.16
"Lamb, raw, separable lean only, rack - partly frenched, imported, New Zealand",160,8.6,0.00 ,20.65
"Chicken, batter, fried, cooked, meat and skin, liht meat, broilers or fryers",277,15,9.50 ,23.55
"Lamb, raw, separable lean only, rack - fully frenched, imported, New Zealand",147,7.1,0.00 ,20.61
"Infant formula, powder, LIPIL, Toddler, Soy, ENFAROW, ENFAMIL, MEAD JOHNSON",470,21,56.00 ,15.70
"Cereals ready-to-eat, touch of brown suar, SPECIAL K luten free, KELLO'S",369,2.5,86.50 ,6.09
"Lima beans, with salt, drained, boiled, cooked, baby, frozen, immature seeds",105,0.3,19.45 ,6.65
"Fast Food, reular crust, meat and veetable toppin, 14"" pizza, Pizza Chain",244,11,25.38 ,11.02
"Mararine, with added vitamin D, with salt, tub, composite, 80% fat, reular",713,80,0.75 ,0.22
"Pork, raw, separable lean and fat, bone-in, center loin (chops), loin, fresh",170,9,0.00 ,20.71
"Beef, raw, choice, trimmed to 1/4"" fat, separable lean only, shank crosscuts",128,3.9,0.00 ,21.75
"Chicken, heated (conventional oven), barbecue flavored, lazed, frozen, win",242,15,3.36 ,22.24
"Beans, without salt, drained, boiled, cooked, sprouted, mature seeds, kidney",33,0.6,4.72 ,4.83
"Beverae, not reconstituted, suar-free, chocolate, instant breakfast powder",358,5.1,41.00 ,35.80
"Beef, raw, Aust. marble score 4/5, external fat, Wayu, imported, Australian",596,63,0.00 ,6.54
"Fast foods, reular patty; with condiments and veetables, hamburer; sinle",254,12,24.81 ,11.74
"Cranberry juice blend, with added vitamin C and calcium, bottled, 100% juice",45,0.1,10.91 ,0.27
"Beveraes, Hot Cocoa Mix Rich Chocolate With Marshmallows, NESTLE, Cocoa mix",400,15,75.00 ,2.80
"Pineapple juice, without added ascorbic acid, unsweetened, canned or bottled",53,0.1,12.87 ,0.36
"Mararine-like, with salt, tub, reduced calorie, veetable oil-butter spread",450,50,1.00 ,1.00
"Orane juice, with added calcium, undiluted, unsweetened, frozen concentrate",147,0.3,33.86 ,2.40
"School Lunch, cooked, frozen, whole rain, thin crust, cheese toppin, pizza",247,7.9,31.31 ,12.72
"KELLO'S, Ice Cream Shoppe Frosted Rainbow Chip Toaster Pastries, POP-TARTS",400,11,70.80 ,4.00
"KFC, skin and breadin removed, meat only, Win, EXTRA CRISPY, Fried Chicken",236,12,2.97 ,28.67
"Snacks, raham and marshmallow, chocolate chip, uncoated, soft, ranola bars",427,16,70.80 ,6.10
"Chicken, batter, fried, cooked, meat and skin, drumstick, broilers or fryers",268,16,8.28 ,21.95
"Cereals ready-to-eat, Oat Flakes & Blueberry Clusters, HEART TO HEART, KASHI",376,3.8,80.30 ,10.39
"ame meat, raw, trimmed to 0"" fat, separable lean only, shoulder clod, bison",109,2.1,0.00 ,21.10
"Formulated bar, all flavors, SNICKERS MARATHON Enery Bar, MARS SNACKFOOD US",386,11,50.30 ,21.91
"CAMPBELL'S CHUNKY Microwavable Bowls, ready-to-serve, Classic Chicken Noodle",45,1.2,5.71 ,2.45
"Bread, and/or tapioca, corn starch, made with rice flour, white, luten-free",248,5.2,45.78 ,4.31
"Toaster Pastries, Frosted brown suar cinnamon, KELLO'S POP TARTS, KELLO",417,14,69.00 ,4.60
"Beveraes, prepared with water, frozen concentrate, citrus fruit juice drink",46,0,11.42 ,0.34
"Pork, broiled, cooked, separable lean and fat, boneless, le cap steak, loin",158,4.4,0.00 ,27.57
"Infant formula, liquid concentrate, with DHA and ARA, OOD START SOY, NESTLE",132,6.7,14.71 ,3.31
"Infant formula, with ARA and DHA, powder, NEOSURE, SIMILAC, ABBOTT NUTRITION",520,28,51.75 ,14.42
"Infant formula, ready-to-feed, with iron, ADVANCE, SIMILAC, ABBOTT NUTRITION",66,3.7,6.77 ,1.36
"ame meat, braised, cooked, separable lean only, shoulder clod, chuck, bison",193,5.4,0.00 ,33.78
"Beef, braised, cooked, separable lean only, hind shin, imported, New Zealand",167,4.6,0.00 ,31.23
"Beveraes, contains caffeine and sweeteners, cola, reduced suar, carbonated",20,0,5.16 ,0.00
"elatin desserts, sodium-citrate and salt, with added ascorbic acid, dry mix",381,0,90.50 ,7.80
"Lamb, soaked and simmered, cooked, tonue - swiss cut, imported, New Zealand",272,22,0.86 ,17.51
"Chicken, flour, fried, cooked, meat and skin, liht meat, broilers or fryers",246,12,1.82 ,30.45
"Chicken, batter, fried, cooked, meat and skin, dark meat, broilers or fryers",298,19,9.38 ,21.85
"Artichokes, without salt, drained, boiled, cooked, frozen, (lobe or french)",45,0.5,9.18 ,3.11
"Beveraes, B12, B6, B3, B2, fortified with vitamins C, Monster, Enery Drink",47,0,11.28 ,0.47
"Yourt, fortified with vitamin D, with low calorie sweetener, lowfat, fruit",105,1.4,18.60 ,4.86
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean only, loin, domestic",143,5.9,0.00 ,20.88
"Veal, braised, cooked, separable lean and fat, boneless, point half, breast",248,14,0.00 ,28.23
"Veal, braised, cooked, separable lean and fat, boneless, plate half, breast",282,19,0.00 ,25.93
"Oil, hih oleic (70%), non trans, hih stability, Natreon canola, veetable",884,100,0.00 ,0.00
"Soup, prepared with equal volume low fat (2%) milk, canned, cream of shrimp",61,3.2,5.64 ,2.78
"Pork, roasted, cooked, separable lean and fat, shank half, le (ham), fresh",232,13,0.00 ,25.96
"Child formula, not reconstituted, powder, with iron, PORTAEN, MEAD JOHNSON",483,22,54.80 ,16.50
"Corn, solids and liquids, no salt added, whole kernel, canned, white, sweet",64,0.5,15.41 ,1.95
"Beans, without salt, drained, boiled, cooked, sprouted, mature seeds, pinto",22,0.3,4.10 ,1.86
"Infant formula, ready-to-feed, with iron, NUTRAMIEN, ENFAMIL, MEAD JOHNSON",66,3.5,6.81 ,1.83
"Infant formula, not reconstituted, powder, NEXT STEP PROSOBEE, MEAD JOHNSON",480,21,57.10 ,15.60
"Fast foods, tuna on white bread with lettuce and tomato, submarine sandwich",218,12,15.95 ,12.33
"Beef, raw, separable lean and fat, brisket navel end, imported, New Zealand",345,31,0.00 ,15.81
"Cereals ready-to-eat, chocolate, KELLO'S FROSTED MINI-WHEATS LITTLE BITES",354,3.4,81.40 ,8.50
"Beveraes, prepared with whole milk, powder, Strawberry-flavor beverae mix",88,3.1,12.30 ,3.00
"Beveraes, fortified with vitamin E and C, Lemonade fruit juice drink liht",21,0,5.00 ,0.00
"Snacks, sour-cream and onion-flavor, made from dried potatoes, potato chips",547,37,51.30 ,6.60
"Squash, with salt, drained, boiled, cooked, includes skin, zucchini, summer",15,0.4,2.69 ,1.14
"Candies, milk chocolate peanut butter and soft nouats, FAST BREAK, REESE'S",474,23,61.60 ,8.66
"Chicken, roasted, cooked, with added solution, skin (drumsticks and thihs)",421,38,0.44 ,20.31
"Chicken, braised, cooked, with added solution, skin (drumsticks and thihs)",403,39,1.00 ,12.26
"Cabbae, raw, freshly harvest, common (danish, domestic, and pointed types)",24,0.2,5.37 ,1.21
"Beveraes, prepared with water, frozen concentrate, fruit punch juice drink",42,0.2,11.40 ,0.07
"Turkey, roasted, with added solution, meat only, from whole bird, drumstick",158,6,0.00 ,26.10
"Chicken, flour, fried, cooked, meat and skin, drumstick, broilers or fryers",245,14,1.63 ,26.96
"Infant formula, ready-to-feed, with iron, ISOMIL, SIMILAC, ABBOTT NUTRITION",66,3.6,6.70 ,1.61
"Beef, braised, cooked, separable lean and fat, flank, imported, New Zealand",208,9.7,0.00 ,30.13
"Beans, without salt, drained, boiled, cooked, frozen, immature seeds, pinto",162,0.5,30.87 ,9.31
"Pork, raw, separable lean and fat, boneless, top loin (roasts), loin, fresh",166,8.3,0.00 ,21.34
"Pork, braised, cooked, separable lean only, country-style ribs, loin, fresh",247,14,0.00 ,27.74
"Corn, with salt, drained, boiled, kernels cut off cob, frozen, white, sweet",80,0.4,19.56 ,2.75
"Waxourd, without salt, drained, boiled, cooked, (chinese preservin melon)",14,0.2,3.04 ,0.40
"Infant formula, Toddler ready-to-feed, Soy, Enfarow, ENFAMIL, MEAD JOHNSON",65,2.9,7.64 ,2.17
"Infant formula, 20 calories ready-to-feed, Premature, ENFAMIL, MEAD JOHNSON",66,3.3,7.21 ,1.97
"Beef, raw, separable lean and fat, brisket point end, imported, New Zealand",163,9.2,0.00 ,20.05
"Pork, pan-broil, heated, separable lean and fat, bone-in, slice, ham, cured",181,8.5,0.70 ,25.48
"elatin desserts, no added sodium, with aspartame, reduced calorie, dry mix",345,0,33.30 ,55.30
"Snacks, made with olestra, fat-free, made from dried potatoes, potato chips",253,0.9,56.00 ,5.06
"ame meat, broiled, cooked, 1"" steak, separable lean only, top round, bison",174,5,0.00 ,30.18
"Milk, without added vitamin A and vitamin D, 2% milkfat, fluid, reduced fat",50,2,4.80 ,3.30
"Veal, roasted, cooked, separable lean only, whole (arm and blade), shoulder",170,6.6,0.00 ,25.81
"Veal, braised, cooked, separable lean only, whole (arm and blade), shoulder",199,6.1,0.00 ,33.68
"Shortenin, soybean (hydroenated), special purpose for cakes and frostins",884,100,0.00 ,0.00
"Infant formula, ready-to-feed, with iron, OOD START ESSENTIALS SOY, NESTLE",65,3.3,7.17 ,1.63
"Cowpeas, plain, canned, mature seeds, common (blackeyes, crowder, southern)",77,0.6,13.63 ,4.74
"Fast Foods, tomato and spread, with lettuce, rilled chicken filet sandwich",182,4.6,16.78 ,17.34
"SUPPER BAKES MEAL KITS, Lemon Chicken with herb rice (chicken not included)",210,1.1,45.74 ,4.26
"Leeks, without salt, drained, boiled, cooked, (bulb and lower leaf-portion)",31,0.2,7.62 ,0.81
"Beveraes, prepared with water, powder, breakfast type, orane-flavor drink",49,0,12.65 ,0.00
"MORNINSTAR FARMS rillers Burer Style Recipe Crumbles, unprepared, frozen",135,4.3,8.30 ,18.50
"Chicken, flour, fried, cooked, meat and skin, dark meat, broilers or fryers",285,17,4.08 ,27.22
"Beef, raw, all rades, trimmed to 0"" fat, separable lean only, steak, flank",141,5.5,0.00 ,21.57
"Apricots, solids and liquids, without skin, extra heavy syrup pack, canned",96,0,24.85 ,0.55
"Beveraes, Enery Drink with carbonated water and hih fructose corn syrup",62,0,15.00 ,0.42
"Formulated bar, SNICKERS MARATHON MULTIRAIN CRUNCH BAR, MARS SNACKFOOD US",422,13,57.27 ,18.49
"Balsam-pear (bitter ourd), with salt, drained, boiled, cooked, leafy tips",32,0.2,6.16 ,3.60
"Pork, roasted, cooked, separable lean and fat, arm picnic, shoulder, fresh",317,24,0.00 ,23.47
"Pork, braised, cooked, separable lean and fat, arm picnic, shoulder, fresh",235,14,0.00 ,24.88
"Succotash, without salt, drained, boiled, cooked, frozen, (corn and limas)",93,0.9,19.95 ,4.31
"Beef, raw, Aust. marble score 9, external fat, Wayu, imported, Australian",639,68,0.97 ,5.54
"Pork, roasted, cooked, separable lean and fat, rump half, le (ham), fresh",209,10,0.00 ,27.03
"KEEBLER, Mini Fude rahams Cookies, FUDE SHOPPE, 100 Calorie RIHT BITES",467,18,73.20 ,4.50
"MORNINSTAR FARMS rillers Quarter Pound Veie Burer, unprepared, frozen",219,11,8.90 ,22.80
"MORNINSTAR FARMS Hot and Spicy Veie Sausae Patties, unprepared, frozen",185,7.4,8.50 ,21.80
"Soup, prepared with equal volume water, canned, low sodium, chicken noodle",25,1,2.95 ,1.27
"Milk, with added vitamin A and vitamin D (fat free or skim), fluid, nonfat",34,0.1,4.96 ,3.37
"Coffeecake, unenriched, commercially prepared, cinnamon with crumb toppin",418,23,46.70 ,6.80
"Corn, solids and liquids, reular pack, whole kernel, canned, white, sweet",64,0.5,15.41 ,1.95
"JIMMY DEAN, unprepared, frozen, and Cheese Breakfast Biscuit, E, Sausae",328,23,21.07 ,9.29
"Beef, braised, cooked, separable lean and fat, flat, imported, New Zealand",252,14,0.00 ,31.86
"Bakin chocolate, M&M's Milk Chocolate Mini Bakin Bits, MARS SNACKFOOD US",502,23,68.40 ,4.78
"Pork, simmered, cooked, chitterlins, variety meats and by-products, fresh",233,20,0.00 ,12.49
"Snacks, Crunchy Almond/Brown Suar, KELLO'S Low Fat ranola Bar, KELLO",390,7.4,78.00 ,8.00
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, steak, flank",145,6.1,0.00 ,21.22
"Cereals, with salt, cooked with water, reular (10 minute), CREAM OF WHEAT",50,0.2,10.66 ,1.46
"Beveraes, prepared with whole milk, powder, chocolate-flavor beverae mix",85,3.2,11.91 ,3.23
"Pasta, cooked, remainin unenriched semolina, 51% whole wheat, whole rain",159,1.5,31.51 ,5.82
"Snacks, and E, C, with vitamins A, strawberry, SUNKIST Fruit Roll, SUNKIST",342,1,82.70 ,0.60
"Cereals ready-to-eat, little bites, KELLO'S FROSTED MINI-WHEATS, KELLO",351,1.7,83.40 ,9.19
"Fast Foods, skin and breadin removed, meat only, Drumstick, Fried Chicken",172,7.4,0.00 ,26.24
"Ice cream cone, flavors other than chocolate, with nuts, chocolate covered",354,22,34.38 ,5.21
"ame meat, broiled, cooked, 1"" steak, separable lean only, top round, deer",152,1.9,0.00 ,31.47
"Pork, raw, separable lean only, boneless, center loin (chops), loin, fresh",123,3.1,0.00 ,23.75
"Peppers, with salt, drained, boiled, cooked, chopped, frozen, reen, sweet",16,0.2,3.31 ,0.95
"Soymilk, vitamins A and D, with added calcium, liht, oriinal and vanilla",30,0.8,3.51 ,2.38
"Chicken, roasted, cooked, with added solution, meat only, thih, dark meat",164,7.7,0.00 ,24.23
"Chicken, braised, cooked, with added solution, meat only, thih, dark meat",164,8,0.00 ,23.00
"Orane juice, diluted with 3 volume water, unsweetened, frozen concentrate",37,0.1,8.80 ,0.60
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, steak, flank",165,8.3,0.00 ,21.22
"Turkey, roasted, with added solution, meat and skin, from whole bird, back",205,11,0.00 ,25.80
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean only, rib, domestic",169,9.2,0.00 ,19.98
"Lima beans, without salt, boiled, cooked, mature seeds, thin seeded (baby)",126,0.4,23.31 ,8.04
"Turnover, frozen, reduced fat, tomato-based sauce, meat- and cheese-filled",215,5.5,31.89 ,9.45
"Pork, raw, separable lean and fat, boneless, top loin (chops), loin, fresh",155,6.9,0.00 ,21.55
"ame meat, raw, trimmed to 0"" fat, separable lean only, top sirloin, bison",113,2.4,0.00 ,21.40
"Formulated bar, Chocolate Blueberry Snack Bar, COCOAVIA, MARS SNACKFOOD US",325,9.3,57.87 ,6.21
"Snacks, chocolate chip, milk chocolate coatin, coated, soft, ranola bars",466,25,63.80 ,5.80
"POPEYES, skin and breadin removed, meat only, Breast, Mild, Fried Chicken",157,4.5,0.00 ,28.98
"KEEBLER, Fude Dipped, Sandies Shortbread Cookies, 100 Calorie RIHT BITES",462,20,72.40 ,4.10
"Beans, without salt, drained, boiled, cooked, sprouted, mature seeds, navy",78,0.8,15.01 ,7.07
"Candies, POP'ABLES 3 MUSKETEERS Brand Bite Size Candies, MARS SNACKFOOD US",443,15,75.94 ,2.59
"MORNINSTAR FARMS Pizza, unprepared, frozen, sinle serve, Baja Black Bean",235,6.9,36.90 ,10.60
"Infant formula, not reconstituted, powder, low iron, ENFAMIL, MEAD JOHNSON",511,27,56.20 ,10.80
"Milk, with added vitamin D and without added vitamin A, evaporated, canned",134,7.6,10.04 ,6.81
"Cookies, chocolate-coated, reular, with creme fillin, chocolate sandwich",481,26,66.40 ,3.60
"Infant formula, prepared from powder, with iron, PREESTIMIL, MEAD JOHNSON",67,3.7,6.63 ,1.82
"Ice cream, added peanuts and chocolate sauce, cone, no suar added, lowfat",265,9.3,40.01 ,5.33
"Fast foods, lare patty; with condiments and veetables, hamburer; double",239,12,17.82 ,15.17
"Fast foods, lare patty; with condiments and veetables, hamburer; sinle",235,13,18.35 ,11.85
"Fast foods, ham on white bread with lettuce and tomato, submarine sandwich",151,2.5,22.91 ,9.12
"Pork, simmered, cooked, frozen, ears, variety meats and by-products, fresh",166,11,0.20 ,15.95
"Veal, not breaded, pan-fried, cooked, separable lean only, le (top round)",183,4.6,0.00 ,33.17
"Cowpeas (blackeyes), without salt, drained, boiled, cooked, immature seeds",97,0.4,20.32 ,3.17
"CAMPBELL'S CHUNKY Soups, rilled Sirloin Steak with Hearty Veetables Soup",51,0.8,7.76 ,3.27
"Toaster Pastries, Frosted strawberry, KELLO'S LOW FAT POP TARTS, KELLO",363,5.4,74.40 ,4.20
"Sweet Potatoes, salt added in processin, frozen as packaed, french fried",182,8.9,35.58 ,2.16
"Lamb, raw, separable lean only, square-cut shoulder, imported, New Zealand",154,8.3,0.00 ,19.72
"Candies, milk chocolate, peanut butter, REESESTICKS crispy wafers, HERSHEY",521,31,55.38 ,9.53
"Mararine-like, with salt, stick/tub/bottle, 60% fat, veetable oil spread",526,59,0.00 ,0.60
"Corn, solids and liquids, reular pack, brine pack, canned, yellow, sweet",61,0.8,13.86 ,1.95
"Fish, cheeks and soft bones (Alaska Native), eyes, head, broad, whitefish",107,3.6,0.00 ,18.60
"Beveraes, with vitamin C added, low calorie, cranberry-apple juice drink",19,0,4.70 ,0.10
"Yourt, sweetened with low calorie sweetener, lowfat milk, vanilla flavor",86,1.3,13.80 ,4.93
"Beans, with salt, drained, boiled, cooked, sprouted, mature seeds, kidney",33,0.6,4.72 ,4.83
"Beef, braised, cooked, all rades, separable lean and fat, chuck for stew",191,6.8,0.00 ,32.41
"Chicken, batter, fried, cooked, meat and skin, breast, broilers or fryers",260,13,8.99 ,24.84
"Pineapple juice, with added ascorbic acid, unsweetened, canned or bottled",53,0.1,12.87 ,0.36
"Cereals ready-to-eat, Honey Squares, FIBER ONE 80 Calories, ENERAL MILLS",248,2.6,85.19 ,4.80
"Tofu, prepared with calcium sulfate and manesium chloride (niari), firm",78,4.2,2.85 ,9.04
"Tofu, prepared with calcium sulfate and manesium chloride (niari), soft",61,3.7,1.18 ,7.17
"Fast foods, and tomato on white bread, lettuce, bacon, submarine sandwich",205,6.4,26.66 ,10.06
"Soup, prepared with equal volume water, canned, veetable with beef broth",33,0.8,5.35 ,1.21
"Cereals ready-to-eat, unfrosted bite size, KELLO'S MINI-WHEATS, KELLO",342,2,81.00 ,11.60
"Crustaceans, raw (may have been previously frozen), mixed species, shrimp",71,1,0.91 ,13.61
"Soup, prepared with equal volume water, canned, new enland, clam chowder",35,1,5.05 ,1.55
"Veal, breaded, pan-fried, cooked, separable lean and fat, le (top round)",238,9.2,9.91 ,27.29
"Infant formula, ready-to-feed, with iron, OOD START 2 ESSENTIALS, NESTLE",65,2.7,8.54 ,1.70
"Beans, without salt, boiled, cooked, mature seeds, california red, kidney",124,0.1,22.41 ,9.13
"Frozen novelties, with nuts, chocolate or caramel covered, ice cream type",323,20,30.90 ,4.40
"Mararine-like spread, SMART BALANCE Reular Buttery Spread with flax oil",583,65,0.14 ,0.14
"Pork, raw, separable lean only, bone-in, center loin (chops), loin, fresh",127,3.7,0.00 ,21.99
"Artichokes, with salt, drained, boiled, cooked, frozen, (lobe or french)",45,0.5,9.18 ,3.11
"POPEYES, skin and breadin removed, meat only, Thih, Mild, Fried Chicken",188,9.7,0.85 ,24.31
"Snacks, peanut butter, milk chocolate coatin, coated, soft, ranola bars",508,31,53.40 ,10.20
"Shortenin, soy (partially hydroenated ) and corn for fryin, industrial",884,100,0.00 ,0.00
"Bread, and es, 80% mararine, prepared with 2% milk, dry mix, cornbread",330,9.6,54.46 ,6.59
"Mun beans, without salt, drained, boiled, cooked, sprouted, mature seeds",21,0.1,4.19 ,2.03
"Cereals ready-to-eat, 25% Less Suar CINNAMON TOAST CRUNCH, ENERAL MILLS",386,9.9,78.19 ,5.09
"PREO Pasta, ready-to-serve, Chunky arden Mushroom Supreme Italian Sauce",69,2.3,10.00 ,1.54
"Shortenin cake mix, soybean (hydroenated) and cottonseed (hydroenated)",884,100,0.00 ,0.00
"Snacks, unsalted nuts and seeds, with chocolate chips, reular, trail mix",484,32,44.90 ,14.20
"Cereals ready-to-eat, with real strawberries, HONEY BUNCHES OF OATS, POST",399,4.9,83.30 ,6.70
"Fish, dry heat (may have been previously frozen), cooked, Alaska, pollock",111,1.2,0.00 ,23.48
"Chicken, braised, cooked, meat only, thih, dark meat, broilers or fryers",176,8.6,0.00 ,24.55
"Pork, roasted, heated, separable lean and fat, bone-in, shank, ham, cured",191,9.4,0.64 ,24.39
"Infant formula, with ARA and DHA, powder, AR LIPIL, ENFAMIL, MEAD JOHNSON",509,26,56.03 ,12.73
"Beef, raw, prime, trimmed to 1/8"" fat, separable lean and fat, tenderloin",274,22,0.00 ,18.15
"LITTLE CAESARS 14"" Oriinal Round Meat and Veetable Pizza, Reular Crust",243,11,23.10 ,12.12
"Pork, reduced sodium, pan-fried or roasted, broiled, cooked, bacon, cured",541,42,1.43 ,37.04
"CAMPBELL'S Soup on the O, HEALTHY REQUEST Chicken with Mini Noodles Soup",20,0.7,2.62 ,0.98
"CAMPBELL'S Red and White, condensed, Beef with Veetables and Barley Soup",71,1.2,11.90 ,3.97
"Cream substitute, with hydroenated veetable oil and soy protein, liquid",136,10,11.38 ,1.00
"Nuts, without salt, all flavors except macadamia, wheat-based, formulated",647,62,20.79 ,13.11
"Lamb, braised, cooked, separable lean only, breast, imported, New Zealand",270,18,0.00 ,28.16
"Beveraes, fortified, ready to drink, milk and soy based, chocolate drink",101,1.7,17.30 ,4.22
"Puddin, e yolk and water, prepared with suar, reular, dry mix, lemon",109,1.1,24.20 ,0.65
"Cereals ready-to-eat, Wheat and Honey, Oats, 100% Natural ranola, QUAKER",421,12,73.65 ,10.55
"Waxourd, with salt, drained, boiled, cooked, (chinese preservin melon)",11,0.2,2.45 ,0.40
"Turkey, roasted, with added solution, meat only, from whole bird, breast",127,2.1,0.00 ,26.97
"Fast foods, lare patty; with condiments and bacon, cheeseburer; sinle",282,16,18.89 ,15.78
"Chicken, flour, fried, cooked, meat and skin, breast, broilers or fryers",222,8.9,1.64 ,31.84
"Pork, roasted, cooked, separable lean only, shank half, le (ham), fresh",175,5.8,0.00 ,28.69
"PREO Pasta, ready-to-serve, Heart Smart- Ricotta Parmesan Italian Sauce",72,2,10.40 ,2.40
"Beveraes, prepared with water, cereal rain beverae, coffee substitute",6,0,1.30 ,0.10
"Chicken, batter, fried, cooked, meat and skin, thih, broilers or fryers",277,17,9.08 ,21.61
"Cereals, no salt, prepared with water, QUAKER Multirain Oatmeal, QUAKER",61,0.5,13.49 ,2.08
"Juice, with added ascorbic acid and calcium, rape and pear blend, apple",52,0.1,12.96 ,0.17
"Nuts, canned (liquid expressed from rated meat and water), coconut milk",197,21,2.81 ,2.02
"POPEYES, skin and breadin removed, meat only, Win, Mild, Fried Chicken",212,9.4,2.90 ,28.94
"Pasta, ANCIENT HARVEST, cooked, corn flour and quinoa flour, luten-free",152,2.1,31.11 ,3.23
"Beveraes, non-carbonated, bottled, water, DASANI, The COCA-COLA company",0,0,0.00 ,0.00
"Beef, raw, Aust. marble score 4/5, seam fat, Wayu, imported, Australian",594,63,0.00 ,6.00
"Pickles, low sodium (includes bread and butter pickles), sweet, cucumber",122,0.3,33.73 ,0.37
"Nuts, frozen (liquid expressed from rated meat and water), coconut milk",202,21,5.58 ,1.61
"Beveraes, sweetened, milk based, liht, vanilla, ready to drink, coffee",36,1.1,4.27 ,2.14
"SUPPER BAKES MEAL KITS, Cheesy Chicken with pasta (chicken not included)",198,4.7,31.76 ,7.06
"SUPPER BAKES MEAL KITS, arlic Chicken with pasta (chicken not included)",220,1,42.93 ,9.76
"Lamb, raw, separable lean and fat, boneless, loin, imported, New Zealand",122,4,0.00 ,21.44
"Beef, raw, separable lean only, brisket navel end, imported, New Zealand",194,13,0.00 ,19.74
"rape juice, without added ascorbic acid, unsweetened, canned or bottled",60,0.1,14.77 ,0.37
"CAMPBELL'S Red and White, condensed, DOUBLE NOODLE in Chicken Broth Soup",87,1.6,15.87 ,2.38
"Shortenin, soybean (hydroenated) and palm (hydroenated), multipurpose",884,100,0.00 ,0.00
"Beveraes, prepared with whole milk, powder, chocolate, Malted drink mix",85,3.3,11.20 ,3.37
"Lamb, raw, separable lean and fat, boneless, flap, imported, New Zealand",337,30,0.27 ,16.17
"Milk, with added vitamin A and vitamin D, 2% milkfat, fluid, reduced fat",50,2,4.80 ,3.30
"Soymilk (all flavors), vitamins A and D, with added calcium, unsweetened",33,1.6,1.74 ,2.86
